id	reg	vb	hinc	hmem	hint	fixline	hcar	sex	agecat	marits	red	empst	hhead	pinc	sim	seg_ls	q74#1	q74#2	q74#3	q74#4	q74#5	q74#6	q74#7	q74#8	q74#9	q65#13	q65#17	q65#18	q40_23	q75_1	q78_1
1515	61	2	14	4	1	1	1	1	2	1	4	1	2	26	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	240	120
1516	42	4	14	2	3	2	1	2	5	4	4	2	1	16	1	6	1	1	0	1	0	0	1	0	0	1	1	0	3	60	0
1517	31	2	12	6	1	2	2	2	2	1	2	2	2	20	1	2	1	0	0	0	0	0	0	0	0	0	0	1	6	30	0
1518	81	5	17	3	1	2	1	2	3	3	1	7	2	22	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	60	180
1519	62	1	14	4	1	2	1	1	1	1	1	1	2	 	1	6	0	0	0	1	0	1	0	1	1	1	1	0	2	90	120
1520	71	5	14	4	2	1	2	1	6	2	3	9	1	19	2	2	1	1	1	0	0	0	0	0	0	1	0	0	1	60	80
1521	53	1	16	4	1	2	1	2	4	2	2	2	2	25	1	6	1	1	0	0	1	1	0	1	1	1	1	0	1	30	50
1522	41	2	16	7	 	2	3	2	5	4	1	2	1	21	1	2	1	0	0	0	0	0	0	0	0	0	0	0	3	100	300
1523	61	2	17	3	1	1	1	2	1	1	3	7	2	31	1	6	1	1	1	1	0	1	0	1	0	1	1	0	1	100	120
1524	31	1	15	4	1	2	1	1	3	2	1	2	1	18	1	1	1	1	1	1	0	0	1	1	1	1	1	0	2	100	300
1525	32	5	15	3	1	1	1	2	1	1	1	1	1	31	1	7	1	1	1	0	0	0	1	1	1	0	1	0	2	30	90
1526	52	5	13	3	1	1	1	2	5	2	3	2	2	17	1	3	1	1	1	1	1	0	1	1	1	1	1	0	2	120	120
1527	81	2	15	4	1	2	1	1	4	2	4	2	1	18	1	4	1	1	1	0	0	0	1	1	0	1	0	1	1	1440	1440
1528	42	4	18	2	1	2	3	2	2	1	1	1	1	 	1	8	1	1	1	1	1	1	1	1	1	1	1	0	1	360	600
1529	52	2	15	4	1	1	1	1	5	2	4	2	1	17	1	1	1	1	0	0	0	0	0	0	0	1	1	0	5	120	120
1530	41	1	17	2	4	1	1	1	6	2	3	9	2	22	1	2	1	1	1	0	0	0	0	0	0	1	1	0	3	0	30
1531	81	4	13	4	1	2	1	1	4	2	2	2	1	15	1	4	1	1	1	0	1	1	0	0	0	0	0	0	1	60	180
1532	21	3	18	3	1	1	3	1	5	2	2	7	2	26	1	2	1	1	1	0	0	0	1	0	0	0	0	0	1	1	2
1533	42	4	14	3	1	2	1	1	4	2	4	2	1	16	1	6	1	1	1	0	1	1	0	1	1	1	1	0	3	700	120
1534	53	3	14	4	1	2	2	2	4	2	4	4	1	19	1	6	1	1	1	0	1	1	0	1	0	1	1	0	1	300	150
1535	53	2	14	4	1	2	1	2	4	2	4	4	2	17	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	240	360
1536	21	4	23	2	1	2	1	2	4	4	1	7	1	23	1	6	1	1	0	1	0	0	1	0	0	1	0	0	1	90	60
1537	42	3	17	1	2	2	2	2	6	4	3	9	2	23	1	6	1	1	1	0	0	0	0	0	0	1	1	0	3	50	60
1538	71	1	16	5	1	2	1	1	1	1	1	1	1	 	1	6	1	1	1	0	1	1	0	1	0	1	1	0	1	250	200
1539	72	3	14	1	1	1	1	1	2	1	3	2	1	14	1	4	1	1	1	0	1	1	0	1	1	1	1	1	1	80	20
1540	62	4	14	4	1	2	1	1	5	2	3	2	1	17	1	6	1	0	0	0	0	0	0	0	0	1	1	0	1	30	100
1541	62	2	18	2	2	1	1	1	6	2	3	5	1	18	1	2	1	1	0	0	0	0	0	0	0	1	1	0	3	180	180
1542	62	5	15	2	1	2	1	2	2	1	2	2	2	19	1	6	1	1	0	0	0	0	0	1	0	1	0	1	1	3	5
1543	81	4	16	3	1	2	1	1	2	1	3	1	2	31	1	6	1	1	1	1	0	1	0	1	1	1	1	1	1	400	600
1544	62	1	18	4	1	2	1	2	1	1	1	1	2	 	1	1	1	1	1	1	0	0	1	1	1	1	0	0	2	30	240
1545	52	1	15	3	1	1	1	1	6	2	2	2	2	19	1	3	1	1	0	1	1	0	0	0	1	1	1	0	1	240	240
1546	21	1	13	4	1	1	2	2	2	1	1	1	2	 	1	6	1	1	1	1	1	1	1	1	0	1	1	1	1	120	120
1547	21	3	14	4	1	1	1	2	6	2	2	9	2	25	1	2	1	1	1	1	1	1	1	1	0	1	1	0	2	45	120
1548	42	1	15	1	1	2	1	2	6	4	2	8	1	18	1	4	1	1	1	1	1	0	0	1	0	1	1	0	2	180	240
1549	21	4	16	4	1	2	1	1	5	2	2	2	1	18	1	2	1	1	0	0	0	0	0	0	0	1	1	0	6	45	30
1550	52	4	18	4	1	2	1	2	6	2	1	7	2	27	1	2	1	1	0	1	0	0	0	0	0	1	1	0	1	60	120
1551	11	6	15	3	1	1	2	2	3	3	2	2	2	 	1	3	1	1	1	0	0	0	1	0	0	1	0	0	3	20	10
1552	11	6	13	4	1	1	1	1	3	3	1	2	1	14	1	3	1	1	0	1	1	0	0	0	1	1	1	0	1	60	180
1553	71	2	17	2	1	2	1	2	3	2	3	7	2	22	1	6	1	1	1	0	1	0	1	1	0	1	1	0	1	40	100
1554	21	2	22	5	1	2	1	2	4	4	2	7	1	22	1	3	1	1	0	0	1	0	0	0	0	1	0	0	3	45	120
1555	81	3	16	3	1	1	3	2	5	2	1	7	1	31	1	3	1	1	0	1	0	1	1	1	0	1	1	0	1	120	180
1556	71	2	14	4	1	1	1	1	6	2	3	2	2	17	1	5	1	1	0	0	1	0	0	0	0	1	1	0	1	160	120
1557	52	5	16	4	3	2	3	1	4	1	4	2	1	16	1	8	1	1	0	0	0	0	0	0	0	1	0	0	2	120	120
1558	21	1	19	4	2	1	1	1	1	1	1	1	2	 	1	4	1	0	0	1	1	0	1	1	1	1	1	0	1	60	60
1559	42	3	13	4	1	2	1	2	2	1	2	4	2	15	1	6	1	1	1	0	0	0	0	1	1	1	0	1	2	4	2
1560	21	4	16	6	1	2	2	1	3	1	2	2	2	22	1	3	1	0	1	0	0	1	0	1	1	1	1	0	2	120	60
1561	81	3	14	4	1	1	1	2	4	4	1	2	2	20	1	3	1	0	0	0	1	0	0	0	0	1	1	0	3	30	90
1562	53	4	13	4	1	1	1	1	5	2	2	4	1	14	1	8	1	1	0	0	0	0	0	0	0	1	1	1	5	45	30
1563	32	3	18	7	1	1	1	1	4	2	2	2	1	18	1	4	1	1	0	1	1	0	0	0	0	1	1	0	1	60	80
1564	71	4	13	4	1	1	1	2	4	2	3	2	2	22	1	6	1	1	1	0	1	0	0	1	0	1	1	1	1	75	120
1565	31	3	16	5	1	1	1	1	5	2	1	2	1	18	1	2	1	0	0	0	1	0	0	0	0	0	0	0	5	10	20
1566	11	6	12	7	1	2	2	2	4	2	1	6	2	15	1	3	1	1	1	0	1	0	1	1	0	1	1	1	1	300	10
1567	11	6	14	3	1	2	2	2	6	4	4	2	1	14	1	2	1	1	1	0	1	1	0	1	0	1	1	1	1	240	60
1568	42	4	14	3	1	1	2	2	6	2	1	9	2	29	2	3	1	1	1	0	0	0	0	0	0	1	0	0	5	10	30
1569	32	1	14	4	1	1	1	1	6	2	4	5	1	17	1	2	1	1	1	0	1	1	0	1	0	1	1	1	2	120	200
1570	11	6	15	4	1	1	1	2	2	3	4	1	1	 	1	2	1	1	1	0	1	1	0	1	0	1	0	1	1	240	240
1571	32	3	13	3	1	1	1	1	4	1	4	2	1	15	1	4	1	1	1	1	1	1	1	1	0	1	0	0	1	180	300
1572	31	3	14	3	1	1	1	1	5	2	3	2	2	17	2	6	1	1	0	0	0	0	0	0	0	1	0	0	1	45	30
1573	11	6	16	4	1	1	2	1	6	2	4	2	1	16	1	6	1	1	1	0	0	0	0	0	0	1	1	0	2	200	30
1574	72	1	15	4	1	2	1	2	1	1	1	1	2	 	1	2	1	1	1	1	0	0	1	1	1	1	1	0	1	200	300
1575	11	6	13	4	1	1	2	2	6	2	4	5	1	15	1	6	1	1	1	0	1	1	0	1	1	1	1	1	1	600	120
1576	21	1	14	4	1	2	1	2	4	1	4	6	1	18	1	2	1	1	0	1	0	0	0	0	0	1	1	0	1	100	60
1577	51	3	14	4	1	2	2	2	5	2	4	2	2	17	1	6	1	1	1	0	0	1	0	0	0	1	1	0	2	90	60
1578	53	4	14	3	1	1	1	2	6	4	4	2	1	15	1	2	1	1	1	0	1	1	0	1	0	1	1	0	1	180	120
1579	21	1	14	5	1	1	1	1	4	1	4	2	1	19	1	6	1	1	1	0	1	1	1	0	1	1	1	0	1	600	180
1580	11	6	12	2	1	1	1	1	6	2	4	4	1	15	1	6	1	1	1	0	0	0	0	0	0	1	1	1	1	90	60
1581	21	3	14	5	1	2	3	1	4	4	2	4	1	15	1	3	1	1	0	0	1	1	0	0	1	1	0	0	2	120	180
1582	42	3	14	5	1	2	1	2	4	2	2	6	2	22	1	3	1	1	1	1	1	0	1	1	1	1	1	0	1	60	60
1583	81	4	14	4	1	2	2	2	6	2	1	2	2	21	1	3	1	0	1	1	0	1	0	1	0	0	1	0	2	60	120
1584	51	1	18	2	1	2	1	1	1	1	1	1	2	 	1	2	1	1	1	0	1	0	0	0	1	1	1	0	1	120	60
1585	72	4	27	2	1	2	3	2	2	1	3	1	1	 	1	6	1	1	0	1	0	1	0	1	0	1	0	1	2	120	720
1586	42	1	15	4	1	1	2	1	6	2	4	4	1	16	1	8	1	0	0	0	0	0	0	0	0	1	1	0	5	20	45
1587	81	4	15	2	1	2	3	2	5	2	3	2	1	15	1	2	1	0	0	1	0	0	1	0	0	0	0	0	3	100	180
1588	72	3	12	4	1	2	1	1	2	1	3	1	2	31	1	6	1	1	1	1	1	0	0	1	1	1	1	0	1	60	60
1589	62	3	16	2	1	2	1	2	6	2	1	2	1	31	1	3	1	1	1	1	1	1	1	1	0	1	1	0	1	360	480
1590	72	4	15	5	1	1	1	1	6	2	2	2	1	19	1	5	1	1	0	1	1	0	0	1	0	1	1	1	1	60	240
1591	21	1	13	4	1	2	1	2	1	1	2	1	2	 	1	6	1	1	1	1	0	1	1	1	1	1	1	0	1	120	180
1592	11	6	14	4	1	1	1	2	2	1	4	1	1	 	1	6	1	1	1	1	1	0	0	1	0	1	1	0	1	30	50
1593	81	4	13	4	3	1	2	1	6	2	3	9	2	18	1	3	1	1	1	0	1	0	0	1	0	1	1	0	2	120	90
1594	51	1	13	4	1	1	2	1	5	2	4	5	1	15	1	6	1	1	1	0	1	0	0	0	1	1	1	0	1	120	60
1595	21	1	13	3	1	1	2	2	6	2	2	9	1	20	1	2	1	1	1	1	0	0	0	0	0	1	1	0	1	180	30
1596	62	1	14	4	1	2	2	2	1	1	3	1	1	 	1	6	1	1	1	0	1	1	1	0	1	1	0	1	1	240	500
1597	52	5	13	5	1	1	2	1	6	2	4	8	1	15	1	8	1	1	1	0	1	0	0	0	0	1	1	0	2	60	60
1598	53	4	14	4	1	1	2	1	4	2	4	2	1	14	1	1	1	1	1	1	0	1	0	1	1	1	1	1	2	90	120
1599	62	2	16	5	1	2	3	1	1	1	3	1	1	 	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	400	400
1600	62	4	14	2	1	2	1	2	6	2	3	2	1	16	1	6	1	1	1	1	1	1	0	1	1	1	1	0	1	180	240
1601	62	5	14	3	1	2	1	2	4	2	4	2	2	15	1	6	1	1	1	0	1	1	0	1	0	1	1	0	1	25	30
1602	61	1	13	2	1	1	2	2	6	2	4	2	1	16	1	6	1	1	0	0	0	1	0	1	1	1	1	0	1	90	180
1603	21	1	15	4	1	1	1	1	5	2	3	2	1	21	1	6	1	1	1	0	1	0	0	0	0	0	1	0	1	450	240
1604	51	2	13	4	1	1	1	1	3	1	1	2	1	16	1	4	1	0	1	1	1	0	1	1	1	1	1	0	1	90	150
1605	71	5	17	3	1	1	1	1	6	3	3	2	1	18	1	3	1	1	1	0	0	0	0	0	0	1	1	0	1	200	400
1606	51	5	16	3	1	1	1	2	4	3	3	6	2	19	1	6	1	1	0	0	0	1	1	0	0	1	1	0	4	15	30
1607	52	5	14	4	1	1	1	2	6	2	3	2	2	17	1	2	1	1	0	0	0	0	0	0	0	1	0	0	1	15	60
1608	81	3	15	5	1	1	1	1	1	1	2	1	2	30	1	2	1	1	0	0	0	1	1	1	0	1	1	1	1	120	120
1609	21	1	21	3	1	2	1	2	6	2	2	9	2	21	1	3	1	1	1	0	0	0	0	0	0	1	0	1	3	60	60
1610	62	2	15	2	1	2	3	2	2	1	3	1	2	26	1	8	1	1	1	0	1	0	1	1	1	1	1	0	1	120	300
1611	72	3	15	2	1	2	1	2	6	1	1	2	2	20	1	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
1612	72	3	16	3	1	1	1	1	5	2	3	2	1	16	1	6	1	1	1	0	0	0	0	0	0	1	0	0	1	25	60
1613	62	5	14	2	1	2	1	2	2	2	4	2	2	20	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	650	300
1614	21	1	12	5	1	1	2	2	2	1	2	4	2	16	1	6	1	1	1	0	0	0	0	1	0	1	1	0	1	60	120
1615	51	3	13	4	1	2	1	2	3	4	4	2	2	18	1	3	1	1	1	1	1	1	0	1	1	1	1	1	1	600	120
1616	81	3	15	5	1	2	1	1	1	1	2	1	2	 	1	6	1	1	1	1	0	0	1	1	1	1	1	0	1	180	300
1617	62	1	16	6	1	2	2	2	6	2	2	9	2	22	1	3	1	0	0	0	0	0	0	0	0	0	0	0	6	30	30
1618	42	4	13	3	1	2	1	2	3	2	3	2	2	17	1	6	1	1	1	0	1	0	0	1	0	1	0	1	1	120	120
1619	11	6	12	3	1	2	2	2	1	1	1	1	2	 	1	3	1	1	0	1	0	1	1	1	1	1	1	1	1	180	300
1620	21	2	11	5	1	1	2	2	6	5	3	8	1	17	1	3	1	1	1	0	1	1	0	1	1	1	0	1	1	60	60
1621	52	2	15	5	1	2	1	2	3	2	3	6	2	21	1	3	1	1	1	1	1	1	0	1	0	1	1	0	1	120	60
1622	41	4	13	4	1	2	1	1	1	1	3	1	1	 	1	2	1	1	1	0	1	0	1	1	1	1	1	1	1	180	360
1623	52	3	15	3	1	1	1	1	3	2	3	2	1	16	1	4	1	1	1	0	0	0	0	0	0	1	0	0	1	120	180
1624	31	4	15	4	4	1	2	1	1	1	3	1	2	 	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	250	300
1625	11	6	11	4	1	2	2	1	1	1	3	1	1	28	1	5	1	1	1	1	1	1	0	1	0	1	1	0	1	300	500
1626	52	4	17	1	1	2	3	2	2	1	3	1	2	29	1	8	1	1	1	1	0	1	1	1	1	1	1	0	1	120	120
1627	42	5	14	3	1	2	1	2	1	3	2	6	1	22	1	2	1	1	1	1	0	1	1	1	1	1	0	0	1	180	60
1628	61	2	14	4	1	2	1	1	6	2	4	2	2	15	1	4	1	1	1	0	1	0	0	0	0	1	1	0	2	60	90
1629	32	5	13	3	1	1	1	2	6	2	4	8	1	16	1	6	1	1	1	0	0	0	0	0	0	1	1	0	5	120	120
1630	21	4	17	3	1	2	2	2	4	2	3	2	2	17	1	1	1	1	1	0	1	0	0	1	1	1	1	0	2	240	120
1631	52	4	13	3	1	2	1	1	4	2	4	2	1	16	1	6	1	1	1	0	1	1	1	1	0	1	1	0	1	180	120
1632	21	3	14	3	1	1	3	2	6	2	3	2	1	16	1	3	0	1	1	0	1	0	0	0	0	1	0	0	6	2	2
1633	62	5	12	5	1	2	1	2	2	1	4	2	2	16	1	5	1	1	1	0	1	1	0	1	0	1	1	1	1	120	120
1634	62	1	15	4	1	1	2	2	3	2	4	6	2	22	1	3	1	1	1	0	0	0	1	1	0	1	1	0	1	60	60
1635	71	2	16	5	2	1	1	2	4	2	4	2	2	19	1	1	1	0	0	0	0	0	0	0	0	1	0	0	6	30	30
1636	71	2	17	2	3	1	1	1	6	2	3	9	1	21	2	3	1	0	0	0	0	0	0	0	0	1	0	0	5	30	15
1637	31	5	13	4	1	2	2	1	6	2	2	2	1	19	1	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
1638	52	3	13	3	1	2	1	1	3	1	2	2	2	18	1	6	1	1	1	1	1	0	0	0	0	1	0	0	1	120	360
1639	51	3	15	3	3	1	2	1	6	2	3	2	1	18	1	6	1	1	1	0	0	0	0	0	0	1	1	0	5	30	60
1640	11	6	18	3	1	1	1	1	6	2	3	2	2	18	1	3	1	1	0	1	1	0	0	0	0	1	1	0	6	20	30
1641	81	4	19	5	1	1	3	1	5	2	2	2	1	19	1	3	0	1	1	0	0	0	1	1	1	1	1	0	2	120	120
1642	42	4	14	5	2	2	1	1	2	1	2	2	2	18	1	2	1	1	1	0	0	1	0	0	1	1	0	0	2	90	120
1643	81	2	13	5	1	2	2	2	3	3	1	6	1	19	1	6	1	1	1	1	0	1	0	1	0	1	1	0	1	120	120
1644	21	3	14	2	1	2	1	2	3	1	4	4	1	15	1	6	1	1	0	0	1	1	0	1	0	1	1	1	1	510	10
1645	61	1	15	3	1	1	1	1	3	1	1	7	2	31	1	8	1	1	0	1	0	0	0	0	0	1	1	1	5	30	60
1646	21	4	18	3	1	2	3	2	3	2	2	7	2	31	1	2	1	1	1	0	0	0	1	1	0	1	1	1	4	60	120
1647	11	6	12	4	1	1	1	2	4	2	4	2	2	15	1	3	1	1	1	0	0	0	0	1	1	1	1	0	1	120	60
1648	62	1	14	3	1	2	1	1	6	2	2	9	2	22	1	6	0	1	0	0	0	0	0	0	0	1	0	0	2	30	0
1649	62	2	15	4	1	2	3	2	5	2	1	9	1	21	1	6	1	1	1	0	1	0	0	1	1	1	1	0	3	180	180
1650	72	2	15	2	3	1	1	1	6	2	3	9	2	19	1	6	0	0	0	0	0	0	0	0	0	1	1	0	6	0	0
1651	81	1	17	4	1	2	2	2	4	2	2	2	2	22	1	4	1	1	1	1	1	0	0	1	1	1	1	0	3	60	120
1652	72	3	13	4	1	1	1	2	5	2	4	2	2	16	1	6	1	1	1	0	0	1	0	1	0	1	1	0	1	30	60
1653	62	3	14	4	1	2	1	2	3	2	3	6	2	22	1	6	1	1	1	1	0	1	0	1	0	1	1	0	1	60	20
1654	62	3	14	6	1	1	1	2	5	2	2	2	2	19	1	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
1655	42	2	18	4	1	2	1	1	1	2	3	4	1	19	1	3	1	1	1	0	0	0	0	0	0	0	1	0	5	30	20
1656	81	3	15	7	1	1	1	2	4	2	3	2	2	19	1	3	1	0	1	0	0	0	0	0	0	1	0	0	3	10	30
1657	21	1	15	5	1	1	1	2	4	2	1	6	1	21	1	6	1	1	1	1	1	0	1	1	1	1	1	0	2	60	90
1658	71	5	19	1	1	2	1	2	5	4	3	2	1	19	1	6	1	1	1	0	0	1	1	1	0	1	1	1	1	180	600
1659	81	2	14	6	1	1	1	2	4	2	2	4	2	18	1	3	1	1	1	1	1	0	0	1	0	1	1	1	1	90	80
1660	21	2	14	4	3	1	2	1	4	2	4	2	1	14	1	6	1	1	1	0	1	0	0	0	0	1	1	0	3	60	30
1661	21	4	12	4	1	1	1	1	4	4	1	2	1	12	1	5	1	1	1	0	0	1	0	1	0	1	0	1	2	80	120
1662	52	3	14	7	1	2	2	2	1	1	2	2	2	21	1	4	1	1	1	0	1	0	1	1	0	1	1	0	1	120	180
1663	41	2	15	3	1	2	3	2	2	2	2	2	2	19	1	3	1	1	1	1	0	1	0	1	1	1	0	1	1	120	120
1664	51	1	15	4	1	2	1	2	2	1	3	1	2	 	1	6	1	1	1	1	0	0	1	0	1	1	1	0	1	60	120
1665	32	2	14	3	1	1	2	2	5	2	2	2	2	20	1	3	1	1	1	0	0	0	0	0	0	1	1	0	1	30	120
1666	31	2	13	3	1	1	1	2	2	2	2	6	2	23	1	3	1	1	0	0	0	1	0	0	1	1	0	0	1	60	30
1667	21	4	14	1	1	1	1	1	6	4	4	2	1	14	1	8	1	1	1	1	1	0	1	1	1	1	1	1	1	300	480
1668	21	4	15	5	1	1	3	1	6	2	4	2	1	17	1	2	1	1	1	0	0	0	0	1	0	1	1	0	2	500	50
1669	42	5	14	4	1	2	1	2	4	2	4	6	2	22	1	6	1	1	1	0	1	1	0	1	0	1	1	0	1	120	60
1670	62	4	16	3	1	2	1	2	3	2	3	2	2	18	1	6	1	1	1	0	1	0	1	0	0	1	1	0	1	60	120
1671	51	3	14	3	1	2	1	1	4	2	3	2	1	17	1	2	1	1	1	1	1	1	0	1	0	1	1	1	1	480	120
1672	51	3	16	4	1	2	2	1	5	2	3	4	1	16	1	6	1	1	1	0	0	0	0	0	0	1	1	0	2	90	120
1673	31	4	13	3	1	2	2	1	6	2	4	2	1	14	1	5	1	1	1	0	1	1	0	0	0	1	1	0	1	30	60
1674	52	2	14	3	1	2	1	1	2	1	4	1	2	22	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	200	300
1675	62	3	14	4	1	2	2	1	5	2	2	8	1	15	1	1	0	1	0	0	0	1	0	0	0	0	0	0	6	60	120
1676	42	3	15	5	1	1	1	1	4	2	4	2	1	16	1	8	1	1	1	0	0	0	0	1	0	1	1	0	2	180	60
1677	81	3	15	4	1	2	1	1	6	2	1	4	2	19	1	2	0	1	0	0	0	1	0	0	0	0	0	0	5	15	30
1678	42	5	15	3	1	2	1	1	3	2	2	2	1	16	1	6	1	1	1	0	0	0	0	1	1	1	0	0	1	200	250
1679	32	3	15	1	3	2	1	1	5	1	4	2	1	15	1	6	1	1	1	0	1	0	0	0	0	1	1	0	3	30	10
1680	42	4	14	5	5	2	1	2	5	4	1	8	2	25	1	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
1681	81	5	19	1	2	2	1	1	3	1	2	2	1	19	1	2	1	1	1	0	0	0	1	0	1	0	0	0	2	75	15
1682	62	5	17	2	1	2	3	1	2	1	3	1	2	31	1	3	1	1	1	0	0	1	0	1	0	1	0	0	1	120	180
1683	72	4	15	3	1	1	1	1	6	2	4	4	1	19	1	6	1	1	1	0	1	1	1	1	1	1	1	0	1	300	360
1684	31	1	14	4	1	2	2	1	6	2	4	8	2	19	1	4	1	1	1	0	0	0	0	1	1	1	0	1	2	180	240
1685	42	2	14	2	1	2	1	1	6	2	4	8	2	19	1	2	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0
1686	52	4	16	4	1	1	2	1	1	1	2	1	2	31	1	4	1	0	1	0	0	0	0	0	0	1	1	0	1	50	30
1687	32	5	15	2	1	2	2	2	2	3	2	6	1	 	1	8	1	1	1	0	0	1	0	1	1	1	0	1	1	30	20
1688	31	1	17	2	1	2	1	1	1	1	1	1	1	29	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	660	720
1689	71	2	16	4	1	1	3	1	5	2	2	2	2	19	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	180	120
1690	61	4	12	3	1	1	2	1	6	2	4	4	1	13	1	3	1	1	1	0	1	1	0	1	0	1	1	0	4	180	180
1691	32	2	14	2	1	2	1	1	4	2	4	2	1	15	1	7	1	1	1	0	1	1	1	1	1	1	1	1	1	300	120
1692	72	1	17	3	1	1	1	2	6	2	3	9	2	25	1	6	1	1	1	1	0	1	1	0	1	0	0	0	3	2	60
1693	41	3	14	4	1	1	1	2	5	2	3	2	1	17	1	6	1	1	1	0	0	0	0	0	1	1	1	0	1	60	120
1694	72	3	17	2	1	2	1	2	4	2	2	6	2	22	1	3	1	1	1	1	0	0	1	0	0	1	1	0	1	120	60
1695	72	1	20	4	1	1	1	2	1	1	3	1	2	 	1	6	1	1	0	0	1	0	0	1	1	1	1	0	1	120	360
1696	72	1	15	5	1	1	1	1	1	1	1	1	2	 	1	6	1	1	0	1	0	0	0	1	1	1	1	0	1	120	150
1697	81	5	16	4	1	1	2	1	5	2	2	4	1	19	1	3	1	1	1	0	1	1	1	1	0	1	1	0	1	120	60
1698	81	2	18	3	1	2	1	1	6	2	4	7	1	23	1	6	1	1	0	0	0	1	1	0	0	1	1	0	1	150	300
1699	72	2	16	4	1	1	2	1	5	2	4	2	1	16	1	3	1	1	0	0	1	0	0	1	0	1	1	1	1	150	250
1700	21	2	14	6	1	2	1	1	4	2	3	2	1	14	1	5	1	1	1	1	1	1	0	1	1	1	1	1	1	150	120
1701	62	5	14	3	1	2	2	2	3	3	1	2	2	18	1	3	1	1	1	0	1	1	0	1	0	1	1	1	2	60	30
1702	11	6	14	3	1	1	1	2	6	2	1	9	2	20	1	3	1	1	1	1	0	1	0	0	0	1	1	0	2	120	60
1703	11	6	14	4	1	1	2	2	5	2	1	2	2	21	1	6	1	1	1	0	1	1	0	1	0	1	1	0	1	120	120
1704	21	1	18	4	1	1	3	2	6	2	1	2	1	20	1	3	1	0	0	0	0	0	0	0	0	1	1	0	6	60	60
1705	81	5	18	4	1	1	1	2	6	5	1	8	2	19	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5	20	20
1706	21	4	14	5	1	1	1	2	4	2	3	6	2	23	1	3	1	1	1	0	1	0	0	1	0	1	1	0	2	60	30
1707	21	1	15	4	1	2	1	2	4	2	1	2	2	22	1	2	1	1	1	1	1	1	1	1	0	1	1	0	1	120	180
1708	61	4	29	1	3	2	1	1	6	4	1	7	1	29	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	600	300
1709	32	3	15	3	 	2	1	2	2	2	2	2	2	21	1	8	1	1	0	0	1	1	1	1	1	1	1	0	3	60	120
1710	62	5	13	5	2	2	2	1	4	2	4	2	1	14	1	3	1	1	1	1	1	1	1	1	1	1	1	0	2	120	300
1711	21	3	15	3	1	2	2	2	3	2	4	2	2	19	1	6	1	1	1	0	0	1	0	1	0	1	0	1	1	60	80
1712	42	2	14	8	1	1	1	2	5	2	3	2	1	17	1	6	1	1	1	0	1	0	0	0	0	1	1	0	3	30	60
1713	42	4	19	2	1	2	3	1	2	1	1	7	2	28	1	8	1	1	1	1	1	0	0	1	1	1	1	0	1	120	120
1714	61	2	14	4	1	2	1	1	4	2	4	2	1	15	1	6	1	1	1	1	1	1	1	0	1	1	1	1	1	120	500
1715	51	2	17	3	1	1	1	2	6	2	2	8	2	27	1	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
1716	62	3	14	5	1	2	1	2	5	2	1	2	1	22	1	3	1	0	0	0	0	0	0	0	0	1	0	1	5	30	30
1717	62	4	15	4	1	2	1	1	4	2	2	2	1	15	1	2	1	1	1	1	1	1	0	1	1	1	1	0	1	120	120
1718	51	2	16	3	1	1	1	2	6	2	1	9	2	21	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
1719	81	4	15	2	1	2	1	2	4	5	4	2	1	16	1	3	1	1	1	1	1	0	0	1	1	1	1	0	1	60	180
1720	42	4	13	4	1	2	2	2	2	3	4	1	2	24	1	7	1	1	1	0	1	1	0	1	0	1	1	1	1	240	500
1721	31	5	13	5	1	1	2	1	5	2	4	2	1	14	1	2	1	1	1	0	1	0	0	0	1	1	1	1	4	20	30
1722	61	4	14	4	1	1	1	1	5	2	1	4	1	14	1	7	1	0	0	0	0	0	1	0	0	1	1	0	3	0	180
1723	71	2	14	2	1	2	1	2	2	3	4	2	2	19	1	3	1	1	1	0	1	0	0	1	1	1	1	0	2	240	480
1724	21	1	13	4	1	1	2	1	4	2	2	4	1	13	1	8	1	1	1	0	1	1	0	1	1	1	1	1	1	180	60
1725	32	3	14	3	1	2	1	1	5	2	4	2	1	15	1	5	1	1	1	0	1	0	0	0	0	1	1	1	1	700	500
1726	62	1	13	6	1	1	1	1	1	1	1	1	2	31	1	6	1	1	1	1	1	0	1	0	0	1	0	1	1	240	420
1727	32	2	14	3	1	2	1	2	4	4	3	2	1	14	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	480	180
